Relationship of the mucosal microbiota to gastrointestinal inflammation and small cell intestinal lymphoma in cats,https://academic.oup.com/jvim/article/32/5/1692/8449664
Feline Epitheliotropic Intestinal Malignant Lymphoma: 10 Cases (1997–2000),https://academic.oup.com/jvim/article/17/3/326/8453500
Feline inflammatory bowel disease,https://www.sciencedirect.com/science/article/abs/pii/S1041782606000211?via%3Dihub
A Clinical Index for Disease Activity in Cats with Chronic Enteropathy,https://academic.oup.com/jvim/article/24/5/1027/8447312
Prostaglandin E2 secreted from feline adipose tissue-derived mesenchymal stem cells alleviate DSS-induced colitis by increasing regulatory T cells in mice,https://link.springer.com/article/10.1186/s12917-018-1684-9
Molecular characterisation of the gut microflora of healthy and inflammatory bowel disease cats using fluorescence in situ hybridisation with special reference to Desulfovibrio spp,https://onlinelibrary.wiley.com/doi/10.1111/j.1439-0396.2006.00640.
Pilot study: duodenal MDR1 and COX2 gene expression in cats with inflammatory bowel disease and low-grade alimentary lymphoma,https://journals.sagepub.com/doi/10.1177/1098612X17730708
Impact of Changes in Gastrointestinal Microbiota in Canine and Feline Digestive Diseases,https://www.sciencedirect.com/science/article/pii/S0195561620301029?via%3Dihub
Ultrasonographic Evaluation of the Muscularis Propria in Cats with Diffuse Small Intestinal Lymphoma or Inflammatory Bowel Disease,https://academic.oup.com/jvim/article/24/2/289/8447309
Cyclooxygenase-2 immunoexpression in intestinal epithelium and lamina propria of cats with inflammatory bowel disease and low grade alimentary lymphoma,https://link.springer.com/article/10.1186/s12917-018-1486-0
Immunohistochemical Findings in Idiopathic Inflammatory Bowel Disease in Nine Cats,https://onlinelibrary.wiley.com/doi/10.1155/2020/6209185
Cats with Inflammatory Bowel Disease and Intestinal Small Cell Lymphoma Have Low Serum Concentrations of 25-Hydroxyvitamin D,https://academic.oup.com/jvim/article/28/2/351/8452230
Efficacy of a commercial hydrolysate diet in eight cats suffering from inflammatory bowel disease or adverse reaction to food,https://pubmed.ncbi.nlm.nih.gov/20939411/
Utility of Endoscopic Biopsies of the Duodenum and Ileum for Diagnosis of Inflammatory Bowel Disease and Small Cell Lymphoma in Cats,https://academic.oup.com/jvim/article/25/6/1253/8451361
Expression of the Bcl-2 apoptotic marker in cats diagnosed with inflammatory bowel disease and gastrointestinal lymphoma,https://journals.sagepub.com/doi/10.1177/1098612X12451404
Fecal S100A12 concentrations in cats with chronic enteropathies,https://journals.sagepub.com/doi/10.1177/1098612X231164273
Feline Gastrointestinal Eosinophilic Sclerosing Fibroplasia—Extracellular Matrix Proteins and TGF-β1 Immunoexpression,https://www.mdpi.com/2306-7381/9/6/291
Untargeted metabolomic analysis in cats with naturally occurring inflammatory bowel disease and alimentary small cell lymphoma,https://www.nature.com/articles/s41598-021-88707-5
Granulomatous colitis: more than a canine disease? A case of Escherichia coli-associated granulomatous colitis in an adult cat,https://journals.sagepub.com/doi/10.1177/2055116917731168
A Comprehensive Exploration of Therapeutic Strategies in Inflammatory Bowel Diseases: Insights from Human and Animal Studies,https://www.mdpi.com/2227-9059/12/4/735
Characterization of intestinal fibrosis in cats with chronic inflammatory enteropathy,https://academic.oup.com/jvim/article/37/3/936/8447850
Feline cholangitis: A necropsy study of 44 cats (1986–2008),https://journals.sagepub.com/doi/10.1016/j.jfms.2011.05.002
Feline chronische Enteropathien – ein stetiger Begleiter in der Kleintierpraxis,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2296-0136
Characterization of the fecal microbiome in cats with inflammatory bowel disease or alimentary small cell lymphoma,https://www.nature.com/articles/s41598-019-55691-w
Diagnostic Algorithm to Differentiate Lymphoma From Inflammation in Feline Small Intestinal Biopsy Samples,https://journals.sagepub.com/doi/10.1177/0300985810389479
Feline inflammatory bowel disease,https://www.sciencedirect.com/science/article/abs/pii/S1041782606000211?via%3Dihub
Characterization of feline T cell receptor gamma (TCRG) variable region genes for the molecular diagnosis of feline intestinal T cell lymphoma,https://www.sciencedirect.com/science/article/abs/pii/S0165242705000632?via%3Dihub
Differentiating Inflammatory Bowel Disease from Alimentary Lymphoma in Cats: Does It Matter?,https://www.sciencedirect.com/science/article/abs/pii/S0195561620301091?via%3Dihub
"Carbohydrate Malabsorption Is a Feature of Feline Inflammatory Bowel Disease but Does Not Increase Clinical Gastrointestinal Signs1,2",https://www.sciencedirect.com/science/article/pii/S002231662303002X?via%3Dihub
" Radiographic, ultrasonographic, and endoscopic findings in cats with inflammatory bowel disease of the stomach and small intestine: 33 cases (1990-1997) ",https://pubmed.ncbi.nlm.nih.gov/10434972/
Chronic inflammatory and non-inflammatory diseases of the gastrointestinal tract in cats: Diagnostic advantages of full-thickness intestinal and extraintestinal biopsies,https://journals.sagepub.com/doi/10.1016/j.jfms.2009.07.004
